,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
181,54,Male,69.6,1.69,162.0,149.0,75.0,0.8,HIIT,20.8,3.6,4,1,24.3,9.5,0.8505747126436781,8.080459770114942,449.9
182,34,Male,61.4,1.61,193.0,161.0,68.0,0.37,Mixed,25.3,3.7,3,0,23.7,8.0,0.744,5.952,135.2
183,19,Male,67.1,1.67,205.0,185.0,74.0,0.44,HIIT,24.1,3.2,3,0,24.0,9.5,0.8473282442748091,8.049618320610687,237.7
184,19,Female,62.4,1.73,195.0,134.0,59.0,1.09,Yoga,17.6,4.0,6,2,20.9,3.0,0.5514705882352942,1.6544117647058825,112.5
185,45,Male,67.4,1.77,172.0,119.0,55.0,1.37,Yoga,15.9,4.7,5,3,21.5,3.0,0.5470085470085471,1.6410256410256412,151.5
186,40,Female,83.7,1.71,183.0,149.0,70.0,1.01,Strength,21.7,3.5,5,1,28.5,6.0,0.6991150442477876,4.1946902654867255,354.6
187,54,Male,69.5,1.64,167.0,145.0,78.0,0.38,Mixed,27.1,3.8,2,0,25.8,8.0,0.7528089887640449,6.022471910112359,159.1
188,49,Female,60.8,1.74,171.0,142.0,75.0,0.7,Strength,27.2,3.9,3,0,20.2,6.0,0.6979166666666666,4.1875,178.2
189,50,Male,56.1,1.77,172.0,139.0,62.0,1.06,Strength,8.0,3.7,6,3,18.0,6.0,0.7,4.199999999999999,249.8
190,18,Male,60.0,1.72,193.0,172.0,58.0,1.28,HIIT,13.5,3.7,7,3,20.3,9.5,0.8444444444444444,8.022222222222222,616.1
191,36,Female,62.8,1.6,179.0,147.0,70.0,0.56,Strength,27.7,3.1,3,0,24.6,6.0,0.7064220183486238,4.238532110091743,149.1
192,19,Female,59.3,1.66,198.0,163.0,58.0,1.25,Mixed,13.0,4.3,7,3,21.5,8.0,0.75,6.0,444.7
193,43,Male,66.7,1.77,181.0,164.0,67.0,1.08,HIIT,11.9,3.9,6,3,21.2,9.5,0.8508771929824561,8.083333333333334,582.3
194,49,Female,51.4,1.54,160.0,139.0,77.0,1.15,Mixed,24.8,4.1,3,0,21.6,8.0,0.7469879518072289,5.975903614457831,353.2
195,23,Male,51.3,1.47,198.0,156.0,57.0,1.33,Strength,14.5,4.0,7,2,23.7,6.0,0.7021276595744681,4.212765957446809,287.4
196,49,Female,91.0,1.83,169.0,140.0,71.0,1.12,Strength,18.2,3.4,3,1,27.1,6.0,0.7040816326530612,4.224489795918368,430.6
197,21,Male,71.9,1.73,202.0,184.0,81.0,0.63,HIIT,22.2,2.8,2,0,24.0,9.5,0.8512396694214877,8.086776859504132,366.3
198,28,Male,73.5,1.74,196.0,155.0,79.0,0.67,Cardio,27.2,2.8,3,0,24.2,7.0,0.6495726495726496,4.547008547008547,223.9
199,34,Male,57.1,1.57,194.0,177.0,76.0,0.5,HIIT,22.1,3.1,3,1,23.1,9.5,0.8559322033898306,8.131355932203391,232.2
200,55,Male,67.7,1.75,159.0,123.0,55.0,0.99,Cardio,17.9,3.2,7,3,22.0,7.0,0.6538461538461539,4.576923076923077,306.8
201,41,Male,80.4,1.71,175.0,137.0,66.0,1.03,Cardio,19.6,3.4,6,2,27.6,7.0,0.6513761467889908,4.559633027522936,377.6
202,22,Male,62.4,1.52,198.0,179.0,73.0,0.81,HIIT,23.7,3.1,3,0,27.0,9.5,0.848,8.056,407.2
203,51,Male,106.9,1.82,176.0,145.0,73.0,0.96,Strength,22.2,3.2,3,1,32.2,6.0,0.6990291262135923,4.194174757281553,430.4
204,23,Male,76.0,1.7,199.0,166.0,66.0,0.88,Mixed,22.8,4.5,5,1,26.4,8.0,0.7518796992481203,6.015037593984962,402.3
205,39,Female,59.2,1.64,182.0,147.0,66.0,0.92,Strength,32.5,3.4,4,1,22.0,6.0,0.6982758620689655,4.189655172413794,228.2
206,28,Female,55.0,1.64,198.0,152.0,65.0,1.1,Cardio,21.3,3.6,4,2,20.4,7.0,0.6541353383458647,4.578947368421053,277.0
207,33,Female,60.8,1.48,185.0,131.0,65.0,0.54,Yoga,27.9,3.6,5,1,27.8,3.0,0.55,1.65,54.2
208,50,Male,62.7,1.74,176.0,151.0,76.0,0.4,Mixed,28.4,4.0,3,0,20.7,8.0,0.75,6.0,150.5
209,26,Male,79.3,1.71,203.0,161.0,65.0,0.68,Strength,32.4,3.5,2,0,27.2,6.0,0.6956521739130435,4.173913043478261,225.1
210,23,Male,57.8,1.66,196.0,142.0,76.0,0.54,Yoga,22.7,3.4,3,1,21.0,3.0,0.55,1.65,51.5
211,33,Female,83.0,1.81,179.0,123.0,55.0,0.8,Yoga,13.3,3.9,7,2,25.4,3.0,0.5483870967741935,1.6451612903225803,109.2
212,46,Female,47.0,1.54,175.0,150.0,75.0,0.97,Mixed,24.1,4.2,5,1,19.8,8.0,0.75,6.0,273.5
213,20,Female,71.2,1.62,205.0,157.0,67.0,1.09,Cardio,24.4,3.8,5,1,27.1,7.0,0.6521739130434783,4.565217391304348,354.3
214,37,Female,48.5,1.59,185.0,128.0,58.0,0.76,Yoga,20.2,3.7,7,2,19.1,3.0,0.5511811023622047,1.6535433070866143,60.9
215,53,Female,68.5,1.65,160.0,120.0,71.0,0.74,Yoga,28.5,3.6,5,1,25.1,3.0,0.550561797752809,1.651685393258427,83.7
216,36,Male,66.0,1.69,190.0,159.0,64.0,1.21,Mixed,8.0,4.9,6,3,23.2,8.0,0.753968253968254,6.031746031746032,481.7
217,43,Female,72.5,1.72,181.0,166.0,81.0,0.6,HIIT,25.9,2.9,2,0,24.4,9.5,0.85,8.075,351.3
218,20,Male,60.7,1.65,205.0,170.0,66.0,1.37,Mixed,21.9,4.5,6,3,22.4,8.0,0.7482014388489209,5.985611510791367,497.8
219,36,Male,56.6,1.59,190.0,148.0,71.0,0.63,Cardio,23.9,2.9,2,0,22.3,7.0,0.6470588235294118,4.529411764705882,161.5
220,37,Male,84.1,1.85,180.0,148.0,71.0,1.04,Strength,24.6,3.8,5,1,24.6,6.0,0.7064220183486238,4.238532110091743,370.7
221,49,Female,72.2,1.9,176.0,142.0,61.0,0.51,Strength,17.7,3.0,4,1,20.0,6.0,0.7043478260869566,4.22608695652174,155.6
222,24,Female,57.3,1.69,193.0,138.0,70.0,0.95,Yoga,21.4,4.5,5,1,20.0,3.0,0.5528455284552846,1.6585365853658538,90.3
223,58,Male,58.1,1.6,156.0,114.0,62.0,1.03,Yoga,19.1,4.3,5,3,22.6,3.0,0.5531914893617021,1.6595744680851063,99.3
224,50,Female,74.8,1.83,166.0,124.0,73.0,0.58,Yoga,30.2,3.5,3,0,22.4,3.0,0.5483870967741935,1.6451612903225803,71.4
225,57,Female,47.1,1.54,166.0,133.0,56.0,0.94,Strength,21.8,3.8,5,2,20.0,6.0,0.7,4.199999999999999,186.0
226,56,Male,75.1,1.65,162.0,132.0,62.0,1.29,Strength,17.3,4.0,6,2,27.7,6.0,0.7,4.199999999999999,406.9
227,35,Male,58.8,1.61,192.0,155.0,85.0,0.66,Cardio,24.9,2.9,3,0,22.7,7.0,0.6542056074766355,4.579439252336448,177.7
228,57,Male,56.5,1.56,169.0,153.0,62.0,1.08,HIIT,15.8,3.4,7,3,23.1,9.5,0.8504672897196262,8.07943925233645,493.0
229,18,Male,51.0,1.65,205.0,184.0,68.0,0.86,HIIT,14.8,3.3,3,1,18.7,9.5,0.8467153284671532,8.043795620437956,352.8
230,28,Male,82.0,1.59,199.0,136.0,59.0,1.04,Yoga,15.4,4.2,6,3,32.3,3.0,0.55,1.65,140.7
231,45,Female,95.3,1.68,169.0,133.0,67.0,0.82,Cardio,15.8,2.8,6,2,33.7,7.0,0.6470588235294118,4.529411764705882,354.0
232,42,Male,59.1,1.68,183.0,165.0,62.0,0.86,HIIT,21.5,3.3,3,1,20.9,9.5,0.8512396694214877,8.086776859504132,411.0
233,40,Female,75.7,1.62,183.0,131.0,68.0,0.84,Yoga,26.3,4.6,2,0,28.9,3.0,0.5478260869565217,1.643478260869565,104.5
234,48,Female,63.8,1.64,166.0,150.0,61.0,0.91,HIIT,19.6,3.8,5,2,23.6,9.5,0.8476190476190476,8.052380952380952,467.5
235,47,Male,83.5,1.66,169.0,155.0,72.0,0.59,HIIT,26.3,3.2,2,0,30.4,9.5,0.8556701030927835,8.128865979381443,400.5
236,59,Male,78.6,1.76,160.0,136.0,79.0,1.17,Strength,18.7,4.3,4,1,25.3,6.0,0.7037037037037037,4.222222222222222,388.3
237,52,Female,67.7,1.67,167.0,135.0,75.0,0.61,Cardio,30.5,3.0,2,0,24.4,7.0,0.6521739130434783,4.565217391304348,188.5
238,24,Male,55.9,1.76,196.0,159.0,72.0,0.6,Strength,20.2,3.6,2,0,18.0,6.0,0.7016129032258065,4.209677419354839,141.2
239,33,Female,61.9,1.74,184.0,135.0,75.0,0.69,Yoga,29.3,3.4,3,0,20.5,3.0,0.5504587155963303,1.651376146788991,70.5
240,43,Male,72.7,1.74,184.0,165.0,55.0,0.82,HIIT,15.8,3.2,7,3,24.1,9.5,0.8527131782945736,8.10077519379845,482.9
241,19,Male,82.0,1.82,195.0,156.0,65.0,0.92,Strength,24.4,4.2,5,1,24.8,6.0,0.7,4.199999999999999,316.8
242,18,Female,47.1,1.57,196.0,156.0,61.0,1.03,Strength,19.8,3.8,7,2,19.1,6.0,0.7037037037037037,4.222222222222222,204.8
243,29,Female,56.2,1.63,186.0,147.0,55.0,1.47,Strength,20.1,4.4,7,3,21.1,6.0,0.7022900763358778,4.213740458015267,348.1
244,22,Male,90.3,1.86,195.0,176.0,71.0,0.82,HIIT,17.0,3.3,5,2,26.2,9.5,0.8467741935483871,8.044354838709678,595.7
245,54,Male,50.5,1.65,162.0,150.0,78.0,0.54,HIIT,28.5,3.3,2,0,18.5,9.5,0.8571428571428571,8.142857142857142,222.1
246,49,Male,51.6,1.45,179.0,127.0,64.0,0.83,Yoga,16.9,4.3,4,1,24.5,3.0,0.5478260869565217,1.643478260869565,70.4
247,26,Female,79.8,1.66,191.0,150.0,55.0,1.23,Strength,15.5,4.1,6,3,29.0,6.0,0.6985294117647058,4.191176470588236,411.4
248,58,Male,73.3,1.69,161.0,147.0,69.0,0.67,HIIT,24.0,2.3,3,0,25.5,9.5,0.8478260869565217,8.054347826086957,395.6
249,52,Male,53.3,1.45,162.0,120.0,69.0,0.75,Yoga,19.7,4.0,4,1,25.3,3.0,0.5483870967741935,1.6451612903225803,65.8
250,36,Male,59.2,1.81,182.0,132.0,71.0,1.1,Yoga,16.6,4.2,4,1,18.0,3.0,0.5495495495495496,1.648648648648649,107.4
251,33,Male,53.6,1.61,190.0,155.0,72.0,0.86,Strength,18.5,3.6,5,1,20.7,6.0,0.7033898305084746,4.220338983050848,194.5
252,20,Female,94.5,1.71,203.0,137.0,55.0,1.09,Yoga,11.1,4.4,5,3,32.2,3.0,0.5540540540540541,1.6621621621621625,171.2
253,37,Female,59.3,1.66,188.0,158.0,69.0,0.84,Mixed,24.6,4.2,4,1,21.6,8.0,0.7478991596638656,5.983193277310924,298.0
254,41,Female,69.9,1.55,174.0,139.0,75.0,0.51,Cardio,38.8,2.9,3,0,29.1,7.0,0.6464646464646465,4.525252525252526,161.3
255,50,Male,53.3,1.57,167.0,121.0,66.0,0.89,Yoga,8.2,4.4,6,3,21.6,3.0,0.5445544554455446,1.6336633663366338,77.5
256,41,Male,57.6,1.59,183.0,143.0,69.0,0.94,Cardio,20.5,3.6,5,2,22.9,7.0,0.6491228070175439,4.543859649122807,246.0
257,28,Male,83.4,1.79,192.0,136.0,68.0,0.43,Yoga,20.7,3.4,3,0,26.1,3.0,0.5483870967741935,1.6451612903225803,59.0
258,25,Female,67.7,1.67,195.0,156.0,66.0,0.61,Strength,30.9,3.5,2,0,24.4,6.0,0.6976744186046512,4.186046511627907,172.9
259,53,Female,67.6,1.63,170.0,131.0,59.0,1.08,Cardio,16.8,3.6,7,3,25.5,7.0,0.6486486486486487,4.54054054054054,331.5
260,55,Female,52.2,1.59,170.0,136.0,72.0,0.38,Cardio,28.0,2.6,2,0,20.7,7.0,0.6530612244897959,4.571428571428571,90.7
261,57,Female,63.0,1.8,160.0,126.0,65.0,1.01,Cardio,21.8,3.1,5,1,19.5,7.0,0.6421052631578947,4.494736842105263,286.0
262,37,Male,68.2,1.83,182.0,144.0,71.0,0.33,Cardio,30.3,2.3,3,0,20.5,7.0,0.6576576576576577,4.603603603603604,103.6
263,52,Female,70.7,1.8,167.0,120.0,63.0,1.17,Yoga,23.3,4.0,7,3,21.9,3.0,0.5480769230769231,1.6442307692307694,136.0
264,42,Female,69.0,1.73,173.0,133.0,57.0,0.93,Cardio,20.6,2.6,5,2,23.1,7.0,0.6551724137931034,4.586206896551724,294.3
265,52,Male,82.2,1.71,169.0,142.0,79.0,0.54,Strength,26.3,3.3,4,1,28.1,6.0,0.7,4.199999999999999,186.4
266,42,Female,59.1,1.56,175.0,141.0,61.0,0.84,Strength,20.6,3.3,5,2,24.3,6.0,0.7017543859649122,4.2105263157894735,209.0
267,46,Male,71.1,1.66,174.0,146.0,63.0,0.73,Mixed,14.8,3.8,7,3,25.9,8.0,0.7477477477477478,5.981981981981982,310.5
268,35,Male,63.8,1.61,188.0,149.0,57.0,1.04,Strength,8.0,4.5,7,3,24.6,6.0,0.7022900763358778,4.213740458015267,279.6
269,35,Male,43.8,1.5,186.0,128.0,57.0,1.09,Yoga,15.1,4.4,5,2,19.5,3.0,0.5503875968992248,1.6511627906976742,78.8
270,19,Male,76.8,1.79,197.0,157.0,64.0,0.9,Strength,19.4,3.4,5,2,24.1,6.0,0.6992481203007519,4.195488721804511,290.0
271,52,Male,63.6,1.61,169.0,153.0,64.0,0.95,HIIT,28.3,3.6,5,1,24.5,9.5,0.8476190476190476,8.052380952380952,486.5
272,33,Female,87.6,1.8,188.0,147.0,71.0,0.93,Cardio,22.7,2.8,5,1,27.0,7.0,0.6495726495726496,4.547008547008547,370.4
273,58,Female,61.7,1.77,159.0,131.0,65.0,0.97,Strength,24.0,3.8,7,2,19.7,6.0,0.7021276595744681,4.212765957446809,252.1
274,53,Male,54.2,1.74,163.0,117.0,62.0,0.99,Yoga,16.5,4.3,6,2,18.0,3.0,0.5445544554455446,1.6336633663366338,87.7
275,50,Female,74.9,1.74,171.0,138.0,61.0,1.29,Strength,15.4,4.2,7,3,24.7,6.0,0.7,4.199999999999999,405.8
276,21,Male,66.6,1.62,192.0,142.0,80.0,0.47,Yoga,20.2,3.2,3,0,25.4,3.0,0.5535714285714286,1.6607142857142858,52.0
277,50,Female,81.0,1.87,165.0,150.0,64.0,0.92,HIIT,27.7,3.4,7,2,23.3,9.5,0.8514851485148515,8.089108910891088,602.8
278,31,Female,68.4,1.68,183.0,142.0,66.0,0.81,Cardio,28.8,3.0,5,1,24.1,7.0,0.6495726495726496,4.547008547008547,251.9
279,38,Female,80.5,1.71,176.0,160.0,67.0,0.76,HIIT,18.4,2.9,5,2,27.5,9.5,0.8532110091743119,8.105504587155963,495.9
280,37,Female,57.8,1.62,181.0,165.0,77.0,0.39,HIIT,29.7,2.7,2,0,22.2,9.5,0.8461538461538461,8.038461538461538,181.2
281,25,Female,57.6,1.59,200.0,166.0,64.0,1.28,Mixed,18.1,4.6,5,2,22.9,8.0,0.75,6.0,442.4
282,24,Female,72.6,1.73,199.0,158.0,82.0,0.78,Cardio,29.9,2.9,3,0,24.3,7.0,0.6495726495726496,4.547008547008547,257.5
283,20,Female,55.4,1.7,205.0,184.0,64.0,0.71,HIIT,20.7,3.1,5,2,19.1,9.5,0.851063829787234,8.085106382978724,318.0
284,34,Male,60.0,1.6,183.0,167.0,77.0,0.95,HIIT,15.1,3.1,5,1,23.4,9.5,0.8490566037735849,8.066037735849058,459.8
285,50,Male,56.0,1.54,160.0,127.0,67.0,0.92,Cardio,25.6,2.9,3,1,23.7,7.0,0.6451612903225806,4.516129032258064,232.7
286,29,Male,73.7,1.55,188.0,170.0,69.0,1.16,HIIT,16.8,3.4,5,2,30.5,9.5,0.8487394957983193,8.063025210084033,689.3
287,39,Female,73.9,1.8,187.0,148.0,59.0,1.21,Strength,19.3,4.3,7,3,22.8,6.0,0.6953125,4.171875,373.0
288,39,Female,65.0,1.62,179.0,148.0,76.0,0.73,Strength,27.2,3.5,3,0,24.8,6.0,0.6990291262135923,4.194174757281553,199.0
289,47,Male,75.0,1.65,173.0,138.0,55.0,1.13,Strength,15.5,3.4,7,2,27.7,6.0,0.7033898305084746,4.220338983050848,357.7
290,55,Male,68.8,1.83,164.0,136.0,85.0,0.45,Cardio,20.9,2.7,2,0,20.7,7.0,0.6455696202531646,4.518987341772152,139.9
291,55,Female,72.5,1.57,168.0,138.0,67.0,1.21,Strength,24.3,4.1,4,2,29.5,6.0,0.7029702970297029,4.217821782178218,370.0
292,25,Male,80.2,1.61,199.0,181.0,75.0,0.6,HIIT,23.4,3.4,3,1,31.1,9.5,0.8548387096774194,8.120967741935484,390.8
293,44,Male,61.4,1.6,168.0,137.0,63.0,0.59,Strength,18.3,3.4,3,1,23.9,6.0,0.7047619047619048,4.228571428571429,153.2
294,44,Male,74.1,1.84,164.0,139.0,66.0,1.16,Mixed,18.2,4.4,4,2,21.8,8.0,0.7448979591836735,5.959183673469388,512.2
295,51,Male,107.8,1.88,172.0,136.0,69.0,1.03,Cardio,22.0,3.3,4,1,30.5,7.0,0.6504854368932039,4.553398058252427,505.6
296,38,Female,83.7,1.76,181.0,131.0,70.0,0.92,Yoga,30.2,3.8,3,0,27.2,3.0,0.5495495495495496,1.648648648648649,127.0
297,47,Male,75.2,1.76,176.0,143.0,66.0,1.12,Strength,18.1,3.9,5,3,24.3,6.0,0.7,4.199999999999999,353.7
298,50,Male,78.2,1.62,169.0,144.0,71.0,0.83,Mixed,17.9,5.1,4,1,29.7,8.0,0.7448979591836735,5.959183673469388,386.8
299,45,Male,102.9,1.87,178.0,145.0,70.0,0.9,Strength,24.2,4.0,3,1,29.3,6.0,0.6944444444444444,4.166666666666666,385.9
300,50,Male,66.0,1.71,169.0,126.0,73.0,0.58,Yoga,24.3,4.0,4,1,22.7,3.0,0.5520833333333334,1.65625,63.4
301,22,Female,77.9,1.77,194.0,132.0,56.0,1.46,Yoga,17.4,4.4,5,3,25.0,3.0,0.5507246376811594,1.6521739130434785,187.9
302,36,Male,73.3,1.67,182.0,155.0,76.0,0.89,Mixed,21.4,4.6,3,0,26.3,8.0,0.7452830188679245,5.962264150943396,389.0
303,21,Male,65.9,1.65,198.0,143.0,75.0,0.76,Yoga,25.3,3.8,3,0,24.1,3.0,0.5528455284552846,1.6585365853658538,83.1
304,52,Male,62.8,1.85,171.0,141.0,71.0,0.63,Strength,12.9,3.7,4,1,18.4,6.0,0.7,4.199999999999999,166.2
305,34,Male,60.9,1.73,185.0,158.0,75.0,0.56,Mixed,19.8,4.3,5,1,20.2,8.0,0.7545454545454545,6.036363636363636,205.9
306,45,Male,61.8,1.83,170.0,145.0,73.0,0.63,Mixed,21.2,3.6,2,0,18.6,8.0,0.7422680412371134,5.938144329896907,231.2
307,47,Female,75.5,1.71,181.0,163.0,62.0,0.95,HIIT,23.5,3.3,7,2,26.0,9.5,0.8487394957983193,8.063025210084033,578.3
308,46,Male,49.0,1.6,176.0,139.0,72.0,0.32,Cardio,26.4,2.1,2,0,19.3,7.0,0.6442307692307693,4.509615384615385,70.7
309,23,Male,65.1,1.62,204.0,140.0,62.0,1.31,Yoga,13.1,4.7,7,2,24.8,3.0,0.5492957746478874,1.647887323943662,140.5
310,52,Female,89.5,1.69,163.0,149.0,71.0,1.4,HIIT,27.5,3.7,7,2,31.3,9.5,0.8478260869565217,8.054347826086957,1009.2
311,58,Male,77.7,1.62,161.0,135.0,75.0,0.67,Strength,31.2,3.4,2,0,29.7,6.0,0.6976744186046512,4.186046511627907,217.9
312,54,Female,44.3,1.57,167.0,137.0,80.0,0.71,Cardio,29.4,2.7,2,0,18.0,7.0,0.6551724137931034,4.586206896551724,144.2
313,41,Male,61.2,1.8,182.0,148.0,66.0,0.8,Strength,11.6,4.2,7,2,18.9,6.0,0.7068965517241379,4.241379310344827,207.7
314,46,Female,55.2,1.63,165.0,149.0,61.0,1.29,HIIT,21.8,3.8,5,2,20.9,9.5,0.8461538461538461,8.038461538461538,572.4
315,48,Female,55.4,1.69,163.0,147.0,57.0,1.25,HIIT,20.3,3.9,6,2,19.3,9.5,0.8490566037735849,8.066037735849058,558.6
316,52,Male,52.6,1.71,165.0,150.0,68.0,0.42,HIIT,30.8,2.9,3,0,18.0,9.5,0.845360824742268,8.030927835051546,177.4
317,50,Female,63.0,1.62,173.0,132.0,56.0,1.11,Cardio,10.8,3.1,5,3,24.0,7.0,0.6495726495726496,4.547008547008547,318.0
318,38,Male,89.3,1.83,179.0,141.0,70.0,0.84,Cardio,15.7,2.7,6,2,26.8,7.0,0.6513761467889908,4.559633027522936,342.0
319,49,Female,68.4,1.57,170.0,157.0,82.0,0.56,HIIT,32.9,3.0,3,0,27.8,9.5,0.8522727272727273,8.09659090909091,310.1
320,40,Female,64.3,1.71,180.0,131.0,70.0,0.84,Yoga,27.0,3.8,5,1,22.1,3.0,0.5545454545454546,1.6636363636363636,89.9
321,50,Male,66.6,1.7,166.0,142.0,70.0,0.76,Mixed,14.9,4.6,4,2,22.9,8.0,0.75,6.0,303.7
322,20,Female,71.3,1.67,205.0,145.0,72.0,0.36,Yoga,31.3,3.7,2,0,25.4,3.0,0.5488721804511278,1.6466165413533835,42.3
323,35,Male,56.6,1.55,181.0,162.0,57.0,1.23,HIIT,11.9,4.2,6,3,23.6,9.5,0.8467741935483871,8.044354838709678,560.0
324,42,Female,85.1,1.77,168.0,123.0,69.0,1.32,Yoga,17.0,4.4,4,2,27.2,3.0,0.5454545454545454,1.6363636363636362,183.8
325,59,Female,79.2,1.75,156.0,144.0,76.0,0.65,HIIT,31.4,3.5,3,0,25.7,9.5,0.85,8.075,415.7
326,48,Male,58.5,1.61,168.0,152.0,64.0,1.32,HIIT,16.4,4.3,7,3,22.5,9.5,0.8461538461538461,8.038461538461538,620.7
327,20,Male,55.2,1.75,201.0,181.0,70.0,0.98,HIIT,19.8,3.0,4,1,18.0,9.5,0.8473282442748091,8.049618320610687,435.5
328,57,Female,88.5,1.72,164.0,135.0,68.0,0.75,Strength,20.6,3.4,4,1,30.0,6.0,0.6979166666666666,4.1875,277.9
329,41,Male,51.2,1.55,182.0,129.0,64.0,0.72,Yoga,14.9,4.0,6,2,21.3,3.0,0.5508474576271186,1.652542372881356,60.9
330,49,Male,64.7,1.59,180.0,164.0,72.0,0.92,HIIT,22.0,3.4,3,1,25.4,9.5,0.8518518518518519,8.092592592592593,481.7
331,39,Female,57.9,1.79,181.0,148.0,71.0,0.96,Strength,18.1,3.7,5,1,18.0,6.0,0.7,4.199999999999999,233.5
332,40,Female,70.1,1.71,184.0,167.0,70.0,0.52,HIIT,30.2,2.6,2,0,24.0,9.5,0.8508771929824561,8.083333333333334,294.7
333,19,Male,64.3,1.62,199.0,141.0,69.0,1.14,Yoga,21.3,4.2,5,1,24.4,3.0,0.5538461538461539,1.6615384615384616,121.8
334,44,Female,62.5,1.59,177.0,160.0,62.0,0.6,HIIT,24.3,3.4,3,1,24.6,9.5,0.8521739130434782,8.095652173913043,303.6
335,59,Male,92.8,1.63,159.0,132.0,68.0,0.71,Strength,23.6,3.5,4,1,35.0,6.0,0.7032967032967034,4.21978021978022,278.0
336,19,Male,57.4,1.64,200.0,140.0,65.0,0.91,Yoga,15.5,4.2,3,1,21.5,3.0,0.5555555555555556,1.6666666666666667,87.1
337,43,Male,69.4,1.6,178.0,147.0,55.0,0.52,Mixed,18.7,4.5,3,1,27.3,8.0,0.7479674796747967,5.983739837398374,215.9
338,34,Male,59.2,1.51,191.0,158.0,81.0,0.88,Strength,22.0,3.7,4,1,26.1,6.0,0.7,4.199999999999999,218.8
339,57,Male,68.5,1.79,163.0,148.0,66.0,1.17,HIIT,21.9,3.9,4,1,21.3,9.5,0.845360824742268,8.030927835051546,643.6
340,50,Male,86.0,1.78,170.0,125.0,70.0,0.91,Yoga,25.3,4.2,2,0,27.2,3.0,0.55,1.65,129.1
341,26,Female,56.3,1.55,196.0,167.0,83.0,0.7,Mixed,28.3,4.4,3,0,23.3,8.0,0.7433628318584071,5.946902654867257,234.4
342,56,Male,78.9,1.69,168.0,153.0,64.0,0.68,HIIT,17.0,3.3,3,1,27.5,9.5,0.8557692307692307,8.129807692307692,436.2
343,46,Female,80.5,1.59,167.0,132.0,68.0,0.59,Cardio,31.3,2.4,3,0,31.8,7.0,0.6464646464646465,4.525252525252526,214.9
344,59,Male,67.3,1.65,162.0,149.0,74.0,0.68,HIIT,23.5,3.3,3,0,24.6,9.5,0.8522727272727273,8.09659090909091,370.5
345,43,Female,61.9,1.65,170.0,146.0,73.0,0.65,Mixed,26.9,4.1,3,0,22.9,8.0,0.7525773195876289,6.020618556701031,242.2
346,52,Female,75.6,1.64,175.0,144.0,72.0,0.77,Strength,27.6,3.2,2,0,28.2,6.0,0.6990291262135923,4.194174757281553,244.2
347,42,Female,104.6,1.88,180.0,151.0,65.0,0.46,Mixed,19.0,3.7,3,1,29.6,8.0,0.7478260869565218,5.982608695652174,287.9
348,41,Male,54.8,1.64,185.0,168.0,69.0,0.69,HIIT,26.5,3.0,5,1,20.5,9.5,0.853448275862069,8.107758620689655,306.6
349,30,Female,56.7,1.6,182.0,152.0,83.0,0.75,Strength,24.1,3.3,2,0,22.2,6.0,0.696969696969697,4.181818181818182,177.8
350,24,Female,68.7,1.6,195.0,137.0,67.0,0.72,Yoga,28.6,3.4,3,0,26.7,3.0,0.546875,1.640625,81.2
351,53,Male,74.7,1.78,171.0,144.0,79.0,0.66,Strength,19.7,3.8,2,0,23.5,6.0,0.7065217391304348,4.239130434782609,209.0
352,37,Female,46.3,1.51,190.0,173.0,78.0,1.03,HIIT,20.3,3.6,5,1,20.2,9.5,0.8482142857142857,8.058035714285714,384.3
353,18,Female,67.3,1.6,204.0,182.0,62.0,1.23,HIIT,24.1,3.9,7,2,26.2,9.5,0.8450704225352113,8.028169014084506,664.6
354,25,Male,88.8,1.82,193.0,158.0,77.0,0.34,Strength,22.0,3.1,2,0,26.7,6.0,0.6982758620689655,4.189655172413794,126.5
355,33,Female,65.8,1.7,186.0,151.0,69.0,0.87,Strength,24.2,4.0,4,1,22.7,6.0,0.7008547008547008,4.205128205128204,240.7
356,31,Female,70.0,1.7,184.0,149.0,66.0,0.82,Strength,28.9,3.5,3,0,24.2,6.0,0.7033898305084746,4.220338983050848,242.2
357,29,Male,77.8,1.89,198.0,181.0,81.0,0.58,HIIT,29.6,3.2,2,0,21.7,9.5,0.8547008547008547,8.11965811965812,366.4
358,40,Female,57.0,1.7,183.0,144.0,70.0,0.78,Cardio,23.7,3.6,5,1,19.6,7.0,0.6548672566371682,4.5840707964601775,203.8
359,32,Female,57.0,1.61,187.0,151.0,67.0,0.91,Strength,20.2,3.6,5,1,22.0,6.0,0.7,4.199999999999999,217.9
360,45,Female,66.3,1.65,178.0,145.0,67.0,0.25,Strength,19.2,3.1,2,0,24.3,6.0,0.7027027027027027,4.216216216216217,69.9
361,51,Female,44.4,1.57,168.0,128.0,78.0,0.54,Yoga,19.8,3.7,3,0,18.1,3.0,0.5555555555555556,1.6666666666666667,40.0
362,19,Male,72.7,1.81,199.0,169.0,76.0,0.48,Mixed,30.3,3.9,2,0,22.3,8.0,0.7560975609756098,6.048780487804878,211.1
